@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemovePercentage-P80.0-V-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}  
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}

@data
Female,0,Yes,No,53,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',94.85,5000.2,Yes
Female,0,No,No,32,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',20.55,654.55,No
Female,0,Yes,No,34,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',24.7,780.2,No
Female,1,No,No,15,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',74.45,1145.7,Yes
Female,1,No,No,7,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',76.45,503.6,Yes
Female,0,Yes,Yes,15,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',105.35,1559.25,No
Male,0,Yes,No,61,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Credit card (automatic)',20.55,1252,No
Female,0,No,No,1,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',29.95,29.95,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',45.3,45.3,No
Male,0,No,No,8,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Bank transfer (automatic)',84.5,662.65,Yes
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,'One year',No,'Credit card (automatic)',74.75,2453.3,No
Female,0,No,No,13,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',79.25,1111.65,Yes
Female,0,Yes,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',24.8,24.8,Yes
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',51.8,1023.85,No
Male,0,No,No,3,No,'No phone service',DSL,No,No,No,Yes,No,No,Month-to-month,No,'Electronic check',30.4,82.15,No
Female,0,No,No,13,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Electronic check',19.65,244.8,No
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Credit card (automatic)',56.6,2379.1,No
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,'One year',Yes,'Credit card (automatic)',71.9,3173.35,No
Male,0,Yes,No,6,Yes,No,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',91,531,Yes
Female,0,Yes,Yes,69,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.75,1375.4,No
Female,0,Yes,Yes,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'Two year',No,'Credit card (automatic)',109.7,8129.3,No
Male,0,Yes,Yes,59,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.3,1192.7,No
Female,0,Yes,No,20,Yes,No,'Fiber optic',Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,'Electronic check',96.55,1901.65,No
Male,0,Yes,Yes,24,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',24.1,587.4,No
Male,0,No,No,59,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',111.35,6519.75,No
Male,0,Yes,Yes,72,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',112.25,8041.65,No
Male,0,No,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.75,20.75,No
Female,0,Yes,No,27,Yes,No,'Fiber optic',Yes,No,No,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',101.9,2681.15,No
Female,0,No,No,14,Yes,No,'Fiber optic',No,Yes,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',80.05,1112.3,No
Male,0,Yes,Yes,71,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'Two year',No,'Electronic check',105.55,7405.5,No
Male,0,No,Yes,13,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',78.3,1033.95,No
Male,0,No,No,44,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',68.85,2958.95,No
Female,0,No,No,33,Yes,No,'Fiber optic',No,Yes,No,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',79.95,2684.85,No
Male,0,Yes,Yes,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Credit card (automatic)',55.45,4179.2,No
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',79.9,79.9,Yes
Female,0,No,No,19,Yes,No,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',106.6,1934.45,Yes
Male,0,Yes,No,64,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',102.45,6654.1,No
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',46,84.5,Yes
Female,0,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',25.25,25.25,No
Male,0,No,Yes,61,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.75,1124.2,No
Female,0,Yes,Yes,29,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Electronic check',20,540.05,No
Male,1,Yes,No,23,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',86.8,1975.85,No
Female,0,Yes,No,57,No,'No phone service',DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',58.75,3437.45,No
Male,0,Yes,Yes,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,No,No,'Two year',No,'Credit card (automatic)',45.25,3139.8,No
Male,0,Yes,No,66,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',56.6,3789.2,No
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',84.2,5324.5,No
Female,0,No,No,8,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',80,624.6,No
Female,0,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.15,268.35,Yes
Female,0,Yes,No,71,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',24.75,1836.9,No
Male,0,Yes,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Electronic check',20.2,20.2,No
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,'Mailed check',50.05,179.35,Yes
Female,0,No,No,12,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',19.35,219.35,No
Male,0,No,No,24,No,'No phone service',DSL,Yes,No,No,No,Yes,Yes,'One year',Yes,'Mailed check',50.6,1288.75,No
Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Mailed check',81.15,2545.75,No
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,'Mailed check',55.2,55.2,Yes
Male,0,No,No,30,Yes,Yes,'Fiber optic',No,No,No,Yes,No,Yes,Month-to-month,Yes,'Credit card (automatic)',89.9,2723.15,No
Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',85.3,4107.25,No
Male,0,No,No,54,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',108,5760.65,No
Male,0,No,No,50,Yes,No,'Fiber optic',Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Credit card (automatic)',93.5,4747.5,No
Male,0,No,No,1,Yes,No,'Fiber optic',Yes,No,No,No,No,Yes,Month-to-month,Yes,'Mailed check',84.6,84.6,Yes
Female,0,No,No,72,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.25,1566.9,No
Female,0,No,No,29,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',25.15,702,No
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',54.4,114.1,Yes
Female,0,No,No,10,No,'No phone service',DSL,No,No,No,Yes,No,No,'Two year',Yes,'Mailed check',29.6,299.05,No
Male,0,Yes,No,18,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',73.15,1305.95,No
Female,1,No,No,11,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95,1120.3,Yes
Male,0,No,No,16,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.75,284.35,No
Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',86.6,6350.5,No
Male,0,No,No,72,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',109.2,7878.3,No
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',74.7,3187.65,No
Female,1,Yes,No,65,Yes,No,'Fiber optic',Yes,Yes,Yes,No,No,Yes,Month-to-month,No,'Electronic check',94.4,6126.15,No
Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',54.8,731.3,No
Male,1,No,No,4,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',75.35,273.4,No
Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,'One year',No,'Mailed check',65,2531.8,No
Male,1,No,No,15,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',74.4,1074.3,Yes
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',48.55,48.55,Yes
Male,0,No,No,42,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,Yes,'One year',Yes,'Electronic check',99,4298.45,No
Female,0,Yes,No,51,Yes,No,'Fiber optic',Yes,Yes,Yes,No,Yes,No,'One year',Yes,'Electronic check',93.5,4619.55,No
Female,0,Yes,Yes,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',70.4,147.15,Yes
Male,1,Yes,No,1,No,'No phone service',DSL,No,Yes,No,No,Yes,No,Month-to-month,No,'Electronic check',40.2,40.2,Yes
Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',83.7,2633.3,No
Male,0,No,No,10,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.85,193.05,No
Female,0,Yes,Yes,67,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',59.55,4103.9,No
Female,0,Yes,Yes,61,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',115.1,7008.15,No
Male,0,No,No,50,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',114.35,5791.1,No
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',44.6,80.55,Yes
Female,1,Yes,No,29,No,'No phone service',DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',45,1228.65,No
Male,1,No,No,3,No,'No phone service',DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',41.15,132.2,Yes
Male,1,No,No,13,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',106.9,1364.3,Yes
Male,1,Yes,No,57,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',89.85,4925.35,No
Female,0,No,No,31,No,'No phone service',DSL,Yes,Yes,No,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',49.85,1520.1,No
Female,0,Yes,No,45,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',No,'Mailed check',113.3,5032.25,No
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',88.1,5526.75,No
Male,0,No,No,50,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',24.9,1195.25,No
Female,1,No,No,19,Yes,No,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Mailed check',105,2007.25,No
Male,0,No,No,59,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.35,1099.6,Yes
Female,0,Yes,No,71,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',24.25,1732.95,No
Female,1,No,No,16,Yes,No,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',94.45,1511.2,Yes
Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,'Two year',Yes,'Electronic check',59.75,3450.15,No
Male,0,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',24.8,24.8,Yes
Male,1,Yes,No,20,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,No,'Electronic check',107.05,2172.05,No
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Mailed check',70.6,70.6,Yes
Male,0,Yes,No,5,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,No,Month-to-month,Yes,'Electronic check',85.4,401.1,Yes
Female,0,Yes,No,52,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',105.05,5624.85,Yes
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',64.95,1339.8,No
Male,0,No,No,14,No,'No phone service',DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',55,771.95,No
Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',50.55,244.75,No
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,'Mailed check',55.15,322.9,No
Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',51.2,498.25,No
Female,0,No,Yes,1,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',25.4,25.4,No
Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Mailed check',54.45,3687.75,No
Male,0,Yes,Yes,18,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,No,'Mailed check',95.15,1779.95,Yes
Female,0,No,No,22,Yes,Yes,'Fiber optic',No,No,No,No,No,No,'One year',Yes,'Credit card (automatic)',76,1783.6,No
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',44.35,927.15,No
Male,0,Yes,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',70,70,Yes
Male,1,No,No,8,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',74.5,606.55,Yes
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',44.85,435.4,Yes
Male,1,No,No,24,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',76.1,1712.7,Yes
Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,'One year',No,'Mailed check',61.2,2021.2,No
Male,0,Yes,Yes,23,Yes,No,'Fiber optic',No,Yes,Yes,Yes,No,No,'One year',No,'Mailed check',86.8,1940.8,No
Female,1,No,No,6,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89.35,567.8,No
Female,0,No,No,12,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.7,220.35,No
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.25,20.25,No
Female,0,Yes,Yes,71,Yes,No,'Fiber optic',No,No,Yes,No,No,No,'Two year',No,'Electronic check',76.05,5436.45,No
Male,1,Yes,No,35,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.8,3437.5,No
Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',74.55,3015.75,No
Female,0,No,Yes,1,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',73.6,73.6,Yes
Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',64.9,1509.8,No
Female,1,No,No,4,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.45,396.1,Yes
Male,0,No,No,4,Yes,No,'Fiber optic',No,No,Yes,Yes,No,Yes,Month-to-month,Yes,'Electronic check',90.4,356.65,No
Female,0,Yes,Yes,68,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',60.3,4109,No
Male,0,No,Yes,38,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',81.85,3141.7,No
Male,0,Yes,Yes,52,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',24.8,1229.1,No
Male,1,Yes,No,32,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.9,2303.35,Yes
Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',75.55,2054.4,No
Male,1,Yes,Yes,38,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,No,'Electronic check',101.15,3741.85,No
Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',78.75,3682.45,No
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',19.25,19.25,No
Female,0,No,No,22,Yes,No,'Fiber optic',Yes,No,No,Yes,No,Yes,Month-to-month,Yes,'Electronic check',89.05,1886.25,No
Female,0,No,No,43,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',115.05,4895.1,No
Female,1,Yes,No,5,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.35,341.6,No
Male,0,No,No,5,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',80.6,415.55,Yes
Male,0,Yes,Yes,51,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',110.05,5686.4,No
Male,0,No,No,71,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',19.9,1355.1,No
Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',80.3,3058.65,Yes
Male,1,Yes,No,24,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.15,2231.05,Yes
Male,0,Yes,No,35,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',91.5,3236.35,No
Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,'One year',No,'Bank transfer (automatic)',82.45,4350.1,Yes
Female,0,Yes,Yes,72,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',60,4264,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',44.8,44.8,No
Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,'One year',No,'Mailed check',48.6,422.3,No
Male,0,No,No,69,No,'No phone service',DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',60.05,4176.7,No
Female,0,Yes,No,52,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',102.7,5138.1,No
Female,1,Yes,No,11,Yes,No,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,Yes,'Electronic check',82.9,880.05,No
Female,1,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.35,139.05,Yes
Female,1,Yes,Yes,28,No,'No phone service',DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',35.9,973.65,No
Female,1,No,No,17,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',82.65,1470.05,No
Female,0,Yes,Yes,35,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',19.85,739.35,No
Female,0,No,No,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',19.2,161.95,No
Male,0,No,No,46,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,'One year',Yes,'Credit card (automatic)',94.9,4422.95,No
Female,0,No,No,7,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',73.85,511.25,Yes
Female,0,No,No,2,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,No,'Mailed check',80.6,155.8,Yes
Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,'One year',Yes,'Bank transfer (automatic)',75.8,5293.95,Yes
Female,0,No,No,43,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',104.6,4759.85,Yes
Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',88.15,6148.45,No
Female,0,No,No,36,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',94.8,3565.65,No
Male,0,Yes,No,63,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',103.4,6603,Yes
Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',54.65,1830.1,No
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',85.75,6223.8,No
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',67.45,4508.65,No
Male,0,No,No,63,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',20.5,1328.15,No
Female,0,No,Yes,41,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Credit card (automatic)',20.25,865,No
